posting_year,city,company_size,industry,job_title,seniority_level,ai_intensity_score,salary_usd,automation_risk_score,ai_job_displacement_risk,industry_ai_adoption_stage
2024,Dubai,Startup,Manufacturing,Policy Analyst,Junior,0.94,139723,0.22,High,Growing
2019,Paris,Enterprise,Manufacturing,AI Researcher,Intern,0.71,53370,0.16,Low,Growing
2014,Nairobi,Medium,Healthcare,ML Engineer,Mid,0.19,55607,0.67,Medium,Emerging
2025,Toronto,Startup,Energy,Operations Manager,Mid,0.95,160586,0.33,Low,Growing
2020,Nairobi,Medium,Healthcare,Data Scientist,Executive,0.01,83932,0.61,Medium,Growing
2019,Toronto,Large,Finance,Research Scientist,Lead,0.13,70517,0.78,Low,Growing
2016,New York,Large,Healthcare,AI Researcher,Mid,0.09,18189,0.82,Low,Emerging
2016,Seoul,Small,Retail,Operations Manager,Mid,0.09,61391,0.74,High,Emerging
2021,New York,Large,Government,Software Engineer,Lead,0.14,71275,0.67,Low,Growing
2020,Tokyo,Startup,Retail,Software Engineer,Intern,0.58,31675,0.27,Medium,Growing
2010,Tokyo,Startup,Retail,Systems Engineer,Executive,0.1,54944,0.64,Low,Emerging
2012,Tokyo,Startup,Government,Operations Manager,Executive,0.17,40617,0.77,High,Emerging
2025,Tokyo,Startup,Education,Product Manager,Lead,0.89,128273,0.15,Low,Growing
2023,Paris,Enterprise,Manufacturing,Software Engineer,Executive,0.14,102481,0.64,Low,Growing
2012,Bangalore,Enterprise,Energy,AI Researcher,Executive,0.09,57651,0.83,Medium,Emerging
2016,Bangalore,Medium,Manufacturing,Software Engineer,Intern,0.01,56543,0.84,Medium,Emerging
2019,Tokyo,Startup,Healthcare,Operations Manager,Junior,0.15,43797,0.64,High,Growing
2024,Dubai,Large,Government,Research Scientist,Senior,0.68,127852,0.34,Low,Growing
2018,Nairobi,Medium,Retail,Business Analyst,Intern,0.08,24872,0.79,High,Growing
2013,Paris,Large,Retail,Systems Engineer,Executive,0.1,20325,0.63,Medium,Emerging
2015,Seoul,Startup,Government,Data Scientist,Junior,0.06,17788,0.75,Low,Emerging
2015,Bangalore,Medium,Tech,Operations Manager,Lead,0.13,79660,0.8,Low,Emerging
2014,Sao Paulo,Medium,Tech,Business Analyst,Intern,0.83,103011,0.23,Medium,Emerging
2023,Paris,Medium,Manufacturing,Software Engineer,Intern,0.85,77533,0.18,Medium,Growing
2015,Toronto,Large,Retail,Business Analyst,Senior,0.14,21691,0.83,Low,Emerging
2013,Sydney,Large,Government,Operations Manager,Intern,0.18,54503,0.64,Low,Emerging
2019,London,Small,Education,Data Scientist,Junior,0.45,125525,0.21,Low,Growing
2019,Singapore,Medium,Tech,Software Engineer,Intern,0.88,102828,0.12,Low,Growing
2022,Bangalore,Startup,Education,Operations Manager,Executive,0.07,42296,0.8,Low,Growing
2013,Bangalore,Startup,Energy,Software Engineer,Lead,0.06,64706,0.78,High,Emerging
2021,Singapore,Enterprise,Tech,Product Manager,Executive,0.47,97719,0.17,Low,Growing
2025,Bangalore,Startup,Agriculture,Product Manager,Junior,0.18,30134,0.66,Medium,Growing
2017,Seoul,Medium,Tech,Business Analyst,Lead,0.16,57541,0.77,Medium,Growing
2021,Seoul,Large,Manufacturing,Product Manager,Executive,0.47,37396,0.24,Medium,Growing
2018,Nairobi,Startup,Government,Business Analyst,Junior,0.03,25347,0.88,Low,Growing
2017,Berlin,Small,Manufacturing,ML Engineer,Executive,0.12,95738,0.68,Medium,Growing
2020,Paris,Enterprise,Manufacturing,Operations Manager,Executive,0.18,76031,0.74,High,Growing
2013,Dubai,Small,Agriculture,ML Engineer,Senior,0.03,34493,0.65,High,Emerging
2022,Berlin,Medium,Retail,Data Scientist,Senior,0.68,151552,0.21,High,Growing
2025,Toronto,Medium,Government,Operations Manager,Lead,0.55,68402,0.29,Medium,Growing
2014,Bangalore,Startup,Energy,Product Manager,Junior,0.15,68232,0.79,Low,Emerging
2016,Dubai,Enterprise,Finance,Operations Manager,Senior,0.01,77382,0.62,Medium,Emerging
2020,Lagos,Small,Tech,Systems Engineer,Lead,0.09,73042,0.79,Low,Growing
2025,Berlin,Small,Finance,Research Scientist,Senior,0.02,104068,0.68,Low,Mature
2021,New York,Large,Finance,Research Scientist,Mid,0.49,103375,0.26,Low,Growing
2010,Toronto,Large,Tech,Policy Analyst,Mid,0.11,34933,0.81,Medium,Emerging
2024,London,Small,Healthcare,Data Scientist,Mid,0.5,136206,0.26,High,Growing
2013,Bangalore,Large,Government,Systems Engineer,Senior,0.04,56279,0.86,High,Emerging
2024,Sydney,Enterprise,Manufacturing,Policy Analyst,Senior,0.62,141278,0.29,Medium,Growing
2015,Dubai,Enterprise,Manufacturing,AI Researcher,Senior,0.17,78837,0.8,Medium,Emerging
2016,Nairobi,Medium,Energy,Operations Manager,Junior,0.89,55548,0.12,Medium,Emerging
2017,Dubai,Startup,Tech,AI Researcher,Junior,0.07,44379,0.7,Low,Growing
2020,Tokyo,Enterprise,Government,AI Researcher,Junior,0.42,132562,0.35,High,Growing
2025,Nairobi,Large,Tech,Operations Manager,Mid,0.83,56287,0.4,High,Mature
2024,Seoul,Small,Energy,Business Analyst,Mid,0.18,28566,0.84,Medium,Growing
2025,Paris,Medium,Agriculture,Systems Engineer,Junior,0.13,67077,0.78,Low,Growing
2015,Berlin,Medium,Finance,Business Analyst,Lead,0,20457,0.66,Low,Emerging
2024,Seoul,Large,Energy,Operations Manager,Executive,0.86,101688,0.22,Medium,Growing
2022,Singapore,Enterprise,Tech,Operations Manager,Mid,0.87,84909,0.2,High,Mature
2014,Paris,Medium,Government,Systems Engineer,Lead,0.06,65518,0.81,High,Emerging
2018,Bangalore,Startup,Tech,AI Researcher,Intern,0.51,97180,0.36,Low,Growing
2018,Sydney,Large,Tech,Software Engineer,Mid,0.58,54078,0.15,Medium,Growing
2012,Tokyo,Enterprise,Government,Systems Engineer,Senior,0.04,19089,0.63,Medium,Emerging
2014,Nairobi,Large,Retail,Business Analyst,Senior,0.14,40376,0.9,Medium,Emerging
2023,Lagos,Medium,Agriculture,Data Scientist,Junior,0.1,71373,0.74,Low,Growing
2015,Seoul,Small,Finance,Systems Engineer,Executive,0.75,117177,0.21,Medium,Emerging
2017,London,Medium,Education,AI Researcher,Intern,0.8,89907,0.3,Low,Growing
2019,Dubai,Medium,Education,ML Engineer,Mid,0.81,98575,0.12,High,Growing
2013,Seoul,Small,Agriculture,AI Researcher,Senior,0.07,34558,0.64,Medium,Emerging
2025,London,Medium,Education,Research Scientist,Junior,0.66,53543,0.22,High,Growing
2021,Paris,Startup,Tech,Business Analyst,Senior,0.71,109597,0.36,High,Growing
2013,Toronto,Small,Finance,ML Engineer,Intern,0.07,18103,0.71,Low,Emerging
2012,Bangalore,Startup,Tech,AI Researcher,Junior,0.17,19225,0.66,High,Emerging
2014,Sao Paulo,Large,Healthcare,Operations Manager,Intern,0.1,31776,0.61,High,Emerging
2010,Seoul,Enterprise,Tech,Operations Manager,Mid,0.63,26214,0.25,Low,Emerging
2010,Sydney,Medium,Education,Policy Analyst,Mid,0.08,45748,0.69,High,Emerging
2024,Sao Paulo,Large,Retail,Research Scientist,Mid,0.46,42492,0.22,High,Growing
2020,New York,Small,Healthcare,ML Engineer,Mid,0.08,36332,0.64,Medium,Growing
2024,Seoul,Small,Healthcare,Policy Analyst,Intern,0.48,38920,0.16,High,Growing
2016,Singapore,Small,Retail,Business Analyst,Lead,0.2,37461,0.78,High,Emerging
2011,Toronto,Large,Agriculture,Operations Manager,Lead,0.04,23682,0.75,Medium,Emerging
2017,Sao Paulo,Startup,Energy,Policy Analyst,Mid,0.11,57038,0.75,Medium,Growing
2022,Lagos,Enterprise,Energy,AI Researcher,Executive,0.03,44560,0.7,High,Growing
2016,Singapore,Medium,Education,Research Scientist,Executive,0.18,40477,0.63,Low,Emerging
2025,Sao Paulo,Medium,Healthcare,Policy Analyst,Senior,0.12,107962,0.83,Medium,Growing
2017,London,Enterprise,Finance,Operations Manager,Senior,0.62,118077,0.23,High,Growing
2012,Dubai,Small,Energy,ML Engineer,Junior,0.15,57501,0.65,High,Emerging
2010,Sydney,Small,Agriculture,Data Scientist,Intern,0.1,31677,0.78,Low,Emerging
2020,Sao Paulo,Enterprise,Energy,Systems Engineer,Mid,0,41330,0.8,Low,Growing
2025,London,Medium,Finance,Policy Analyst,Senior,0.06,27813,0.79,High,Mature
2011,London,Enterprise,Tech,ML Engineer,Intern,0.91,91919,0.27,Low,Emerging
2017,Berlin,Medium,Healthcare,Software Engineer,Intern,0.09,38032,0.86,Low,Growing
2010,Nairobi,Startup,Finance,Research Scientist,Intern,0.1,26516,0.88,High,Emerging
2023,Sao Paulo,Small,Government,Data Scientist,Mid,0.03,59925,0.63,High,Growing
2011,Paris,Startup,Retail,Operations Manager,Senior,0.16,43815,0.7,Medium,Emerging
2010,Singapore,Small,Agriculture,Product Manager,Executive,0.13,29034,0.85,Medium,Emerging
2024,London,Small,Education,Software Engineer,Junior,0.87,60483,0.1,High,Growing
2011,Lagos,Startup,Retail,Software Engineer,Executive,0.01,34047,0.74,Medium,Emerging
2023,Lagos,Enterprise,Agriculture,Business Analyst,Lead,0.89,42252,0.12,High,Growing
2018,Seoul,Large,Retail,Business Analyst,Lead,0.14,42940,0.62,Low,Growing
2020,Tokyo,Large,Finance,Product Manager,Junior,0.09,77903,0.65,High,Growing
2014,Dubai,Enterprise,Tech,Product Manager,Executive,0.13,23369,0.68,Low,Emerging
2010,Tokyo,Medium,Healthcare,Business Analyst,Lead,0.16,27684,0.8,High,Emerging
2021,Nairobi,Small,Healthcare,AI Researcher,Mid,0.11,27021,0.72,High,Growing
2023,Tokyo,Small,Energy,ML Engineer,Senior,0.54,151648,0.22,Low,Growing
2011,Bangalore,Medium,Manufacturing,Business Analyst,Junior,0.07,21938,0.87,Medium,Emerging
2020,London,Medium,Government,ML Engineer,Lead,0.5,94425,0.17,Medium,Growing
2022,Tokyo,Small,Manufacturing,Research Scientist,Lead,0.18,93612,0.73,Medium,Growing
2021,Seoul,Enterprise,Finance,Product Manager,Executive,0.9,72945,0.39,Medium,Growing
2025,Bangalore,Large,Agriculture,Systems Engineer,Senior,0.06,77823,0.79,Low,Growing
2013,New York,Startup,Healthcare,Business Analyst,Senior,0.1,61951,0.72,Low,Emerging
2014,Toronto,Startup,Education,Policy Analyst,Junior,0,20749,0.87,Medium,Emerging
2019,Bangalore,Medium,Healthcare,Data Scientist,Executive,0.73,92544,0.25,Medium,Growing
2010,Lagos,Small,Government,ML Engineer,Lead,0.03,53083,0.73,Medium,Emerging
2015,Paris,Startup,Education,Operations Manager,Senior,0.1,21164,0.78,Low,Emerging
2018,Seoul,Startup,Agriculture,Policy Analyst,Executive,0.94,29757,0.32,Medium,Growing
2024,Paris,Startup,Energy,Systems Engineer,Junior,0.07,24837,0.62,High,Growing
2021,Tokyo,Startup,Manufacturing,Business Analyst,Executive,0.2,82350,0.72,Medium,Growing
2024,Lagos,Large,Education,Software Engineer,Junior,0.05,31061,0.71,Medium,Growing
2025,Bangalore,Small,Retail,ML Engineer,Junior,0.17,104209,0.65,High,Growing
2011,Berlin,Startup,Government,Systems Engineer,Lead,0.05,18064,0.62,High,Emerging
2025,Paris,Small,Energy,Data Scientist,Senior,0.47,69651,0.18,Low,Growing
2025,Paris,Large,Education,Software Engineer,Executive,0.95,68081,0.17,Low,Growing
2017,Sao Paulo,Enterprise,Tech,ML Engineer,Executive,0.06,19080,0.67,Low,Growing
2015,Toronto,Startup,Finance,Operations Manager,Junior,0.19,74425,0.88,Medium,Emerging
2018,Lagos,Startup,Agriculture,Data Scientist,Junior,0.16,91898,0.83,Low,Growing
2017,Singapore,Startup,Education,Operations Manager,Intern,0.14,83128,0.8,Low,Growing
2024,Sydney,Startup,Manufacturing,Business Analyst,Executive,0.57,139454,0.13,Low,Growing
2023,Nairobi,Large,Retail,Operations Manager,Senior,0.07,72975,0.82,High,Growing
2019,Dubai,Startup,Retail,Systems Engineer,Executive,0.15,85644,0.81,Low,Growing
2018,New York,Medium,Finance,Operations Manager,Lead,0.61,122917,0.25,Low,Growing
2025,Lagos,Medium,Healthcare,Operations Manager,Senior,0.15,29291,0.62,High,Growing
2017,Toronto,Large,Finance,Operations Manager,Mid,0.84,127322,0.18,High,Growing
2020,Singapore,Medium,Finance,Software Engineer,Executive,0.08,43498,0.75,Medium,Growing
2017,London,Small,Energy,Software Engineer,Junior,0.08,51681,0.71,Low,Growing
2012,Sao Paulo,Small,Agriculture,Business Analyst,Lead,0.12,46121,0.88,High,Emerging
2012,Dubai,Small,Energy,Product Manager,Lead,0.03,60520,0.66,Low,Emerging
2025,Dubai,Large,Manufacturing,Operations Manager,Executive,0.67,64736,0.28,Low,Growing
2014,Sydney,Small,Healthcare,Research Scientist,Lead,0.66,114408,0.24,Low,Emerging
2016,Lagos,Small,Tech,Product Manager,Junior,0.06,71304,0.69,High,Emerging
2017,Paris,Startup,Agriculture,Software Engineer,Lead,0.09,79662,0.77,Low,Growing
2025,London,Small,Tech,Systems Engineer,Mid,0.76,80396,0.15,Medium,Mature
2015,Lagos,Startup,Manufacturing,ML Engineer,Executive,0.1,73706,0.66,Medium,Emerging
2020,Berlin,Small,Tech,Policy Analyst,Lead,0.83,56549,0.22,High,Growing
2015,London,Startup,Tech,Software Engineer,Senior,0.06,74005,0.68,Low,Emerging
2020,Seoul,Enterprise,Manufacturing,AI Researcher,Executive,0,79166,0.69,Medium,Growing
2023,Paris,Medium,Retail,AI Researcher,Lead,0.78,36019,0.32,Low,Growing
2014,Lagos,Startup,Government,Operations Manager,Junior,0.02,60620,0.72,High,Emerging
2012,Tokyo,Startup,Healthcare,Data Scientist,Junior,0.12,67389,0.73,Medium,Emerging
2024,Seoul,Enterprise,Finance,Operations Manager,Senior,0.62,66029,0.19,Medium,Mature
2022,New York,Enterprise,Manufacturing,Policy Analyst,Intern,0.76,34222,0.32,Low,Growing
2023,Bangalore,Medium,Healthcare,Product Manager,Lead,0.58,101058,0.13,Low,Growing
2020,Tokyo,Large,Manufacturing,Research Scientist,Executive,0.15,21517,0.75,Low,Growing
2022,Sao Paulo,Startup,Government,Product Manager,Executive,0.93,118196,0.3,Low,Growing
2019,Sao Paulo,Enterprise,Healthcare,AI Researcher,Lead,0.65,92229,0.11,High,Growing
2012,Bangalore,Medium,Education,Policy Analyst,Intern,0.85,88248,0.24,High,Emerging
2010,Bangalore,Large,Healthcare,Software Engineer,Junior,0.05,27001,0.64,Medium,Emerging
2024,Toronto,Large,Energy,Business Analyst,Intern,0.42,36511,0.26,Low,Growing
2024,Nairobi,Enterprise,Government,AI Researcher,Senior,0.73,145939,0.2,Medium,Growing
2017,Nairobi,Medium,Government,ML Engineer,Executive,0.07,64478,0.69,Low,Growing
2023,Lagos,Small,Government,Data Scientist,Executive,0.11,46377,0.73,Low,Growing
2017,New York,Large,Manufacturing,Product Manager,Senior,0.01,23474,0.89,Medium,Growing
2018,Sao Paulo,Large,Retail,AI Researcher,Lead,0.87,38613,0.36,High,Growing
2022,Bangalore,Enterprise,Finance,ML Engineer,Junior,0.9,55026,0.39,High,Mature
2013,Nairobi,Startup,Education,ML Engineer,Lead,0.03,69792,0.63,Low,Emerging
2021,Paris,Medium,Manufacturing,Business Analyst,Intern,0.01,67281,0.76,Low,Growing
2014,Dubai,Large,Energy,Operations Manager,Intern,0.13,22404,0.9,High,Emerging
2023,Seoul,Enterprise,Healthcare,Data Scientist,Lead,0.52,133696,0.3,High,Growing
2024,Berlin,Large,Education,AI Researcher,Executive,0.56,85738,0.32,Medium,Growing
2023,London,Medium,Education,Systems Engineer,Senior,0.14,53881,0.67,Low,Growing
2020,Berlin,Startup,Manufacturing,Software Engineer,Executive,0.65,102296,0.21,Low,Growing
2011,Toronto,Small,Tech,AI Researcher,Lead,0.18,53186,0.79,Medium,Emerging
2022,Seoul,Enterprise,Government,ML Engineer,Junior,0.87,119185,0.2,Low,Growing
2010,Singapore,Small,Government,Systems Engineer,Senior,0.07,31523,0.61,Low,Emerging
2025,Lagos,Medium,Finance,Research Scientist,Junior,0.85,32930,0.36,High,Mature
2021,Sydney,Startup,Healthcare,Product Manager,Intern,0.17,94427,0.84,Medium,Growing
2019,Berlin,Startup,Education,Policy Analyst,Mid,0.81,56039,0.22,Medium,Growing
2018,Sydney,Enterprise,Healthcare,Business Analyst,Lead,0.15,19100,0.61,Medium,Growing
2025,New York,Medium,Finance,Business Analyst,Mid,0.9,100483,0.12,Low,Mature
2010,Paris,Medium,Education,Operations Manager,Junior,0.11,55844,0.87,Medium,Emerging
2022,Paris,Medium,Tech,Systems Engineer,Lead,0.16,22741,0.77,Low,Mature
2019,Toronto,Enterprise,Education,Systems Engineer,Senior,0.48,91772,0.24,Low,Growing
2025,Bangalore,Startup,Agriculture,Research Scientist,Junior,0.76,31794,0.25,High,Growing
2011,Tokyo,Enterprise,Agriculture,Software Engineer,Intern,0.04,63655,0.74,Medium,Emerging
2024,Sydney,Startup,Government,Operations Manager,Junior,0.65,31144,0.35,Low,Growing
2022,Singapore,Enterprise,Agriculture,AI Researcher,Intern,0.56,50428,0.39,High,Growing
2020,Lagos,Large,Agriculture,Software Engineer,Junior,0.42,64426,0.4,Low,Growing
2025,Sao Paulo,Enterprise,Agriculture,Product Manager,Executive,0.93,72808,0.22,Low,Growing
2023,Bangalore,Startup,Education,Business Analyst,Intern,0.67,31069,0.35,Medium,Growing
2014,Lagos,Startup,Education,ML Engineer,Senior,0.67,88421,0.15,High,Emerging
2013,Lagos,Small,Government,Policy Analyst,Executive,0.08,71757,0.68,High,Emerging
2014,London,Enterprise,Retail,AI Researcher,Executive,0.71,25641,0.33,Medium,Emerging
2019,Toronto,Small,Finance,Software Engineer,Junior,0.08,86148,0.71,High,Growing
2019,Lagos,Large,Healthcare,Systems Engineer,Junior,0.56,124897,0.25,Medium,Growing
2022,Toronto,Enterprise,Education,AI Researcher,Senior,0.47,33434,0.22,High,Growing
2015,Seoul,Startup,Energy,Data Scientist,Executive,0.01,83490,0.67,High,Emerging
2015,Tokyo,Small,Manufacturing,ML Engineer,Lead,0.13,24322,0.77,Low,Emerging
2024,London,Small,Education,Data Scientist,Senior,0.61,133185,0.14,Low,Growing
2011,Singapore,Large,Agriculture,Product Manager,Lead,0.18,57479,0.83,Low,Emerging
2020,Lagos,Startup,Retail,Research Scientist,Junior,0.1,77106,0.83,Medium,Growing
2020,Bangalore,Startup,Agriculture,Systems Engineer,Mid,0.12,64854,0.63,Low,Growing
2018,Lagos,Startup,Government,Research Scientist,Executive,0.1,85118,0.68,High,Growing
2019,Tokyo,Startup,Agriculture,Policy Analyst,Intern,0.18,22965,0.88,High,Growing
2018,New York,Small,Tech,AI Researcher,Mid,0.95,114629,0.31,Low,Growing
2023,Toronto,Small,Tech,ML Engineer,Lead,0.02,85912,0.87,Medium,Mature
2018,Seoul,Enterprise,Agriculture,Data Scientist,Lead,0.05,97253,0.78,High,Growing
2023,Seoul,Large,Retail,Data Scientist,Mid,0.17,82390,0.75,High,Growing
2022,Seoul,Medium,Manufacturing,Operations Manager,Junior,0.88,86347,0.33,Low,Growing
2021,New York,Large,Retail,Business Analyst,Executive,0.78,72115,0.17,High,Growing
2023,Sydney,Medium,Energy,AI Researcher,Senior,0.77,120189,0.39,Low,Growing
2016,Berlin,Medium,Retail,Software Engineer,Senior,0.09,42056,0.89,Medium,Emerging
2019,Dubai,Large,Manufacturing,AI Researcher,Junior,0.45,118848,0.31,High,Growing
2011,Nairobi,Large,Energy,Software Engineer,Executive,0.19,28647,0.79,High,Emerging
2024,Tokyo,Small,Agriculture,ML Engineer,Junior,0.66,35522,0.2,Low,Growing
2024,Singapore,Large,Healthcare,Software Engineer,Mid,0.43,68498,0.26,Low,Growing
2022,Lagos,Large,Agriculture,Policy Analyst,Lead,0.82,37313,0.2,High,Growing
2017,Lagos,Startup,Healthcare,Systems Engineer,Executive,0.19,68619,0.86,Medium,Growing
2017,London,Enterprise,Retail,Operations Manager,Junior,0.16,63116,0.64,Medium,Growing
2025,Toronto,Small,Energy,Operations Manager,Lead,0.59,39453,0.29,High,Growing
2013,London,Small,Manufacturing,Product Manager,Lead,0.08,74382,0.65,Medium,Emerging
2010,Sao Paulo,Medium,Tech,Business Analyst,Executive,0.07,37043,0.68,Low,Emerging
2024,Singapore,Enterprise,Finance,Operations Manager,Mid,0.52,44651,0.38,Medium,Mature
2020,Bangalore,Small,Tech,Operations Manager,Intern,0,89794,0.78,High,Growing
2018,Toronto,Large,Energy,Operations Manager,Intern,0.2,89514,0.8,Medium,Growing
2011,Lagos,Small,Education,Product Manager,Lead,0.04,20932,0.77,Medium,Emerging
2025,Lagos,Enterprise,Healthcare,ML Engineer,Executive,0.13,47667,0.72,Low,Growing
2024,London,Large,Retail,Systems Engineer,Junior,0.05,79976,0.77,Medium,Growing
2021,Lagos,Large,Finance,Operations Manager,Executive,0.88,71803,0.13,Medium,Growing
2022,Toronto,Large,Government,Research Scientist,Lead,0.6,38272,0.33,Low,Growing
2014,Tokyo,Small,Education,Systems Engineer,Intern,0.17,71629,0.75,High,Emerging
2021,Dubai,Large,Government,Software Engineer,Senior,0.55,98696,0.12,Medium,Growing
2025,Tokyo,Large,Tech,Policy Analyst,Senior,0.83,140401,0.17,Medium,Mature
2019,Paris,Medium,Government,Data Scientist,Intern,0.14,72107,0.65,Medium,Growing
2010,Sao Paulo,Enterprise,Retail,Research Scientist,Senior,0.69,61786,0.29,Low,Emerging
2022,Bangalore,Large,Education,Business Analyst,Executive,0.06,95369,0.67,High,Growing
2012,Bangalore,Startup,Retail,Product Manager,Junior,0.1,58004,0.75,Medium,Emerging
2014,Bangalore,Startup,Energy,Operations Manager,Junior,0.17,58378,0.78,High,Emerging
2025,Lagos,Large,Education,Operations Manager,Intern,0.69,58160,0.19,Medium,Growing
2023,Berlin,Enterprise,Education,Policy Analyst,Senior,0.66,99891,0.15,High,Growing
2020,Seoul,Large,Retail,Data Scientist,Mid,0.13,93330,0.82,High,Growing
